
28,-8.621704,-1.398438,0
28,-7.419983,-4.200012,0
27,-8.253723,-1.426392,0
27,-8.629089,-3.056763,0
27,-7.473267,-3.831665,0
26,-7.519958,-3.465759,0
26,-8.277954,-2.941162,0
26,-7.886108,-1.45697,0
26,-7.438354,-1.111084,0
25,-7.517456,-1.473267,0
25,-7.572021,-3.094299,0
25,-7.919495,-2.838867,0
25,-6.698486,-3.764954,0
24,-6.136292,-4.599915,0
24,-6.335327,-3.849121,0
24,-7.562378,-2.727234,0
24,-7.290344,-1.762634,0
23,-5.887756,-4.325867,0
23,-5.987,-3.94342,0
23,-7.231323,-2.557312,0
23,-7.093933,-2.074524,0
22,-6.601196,-1.304199,0
22,-6.900391,-2.387756,0
22,-4.456848,-4.930786,0
22,-4.953735,-4.837646,0
22,-5.635559,-4.056274,0
22,-6.020935,-3.416504,0
21,-6.176025,-0.4420776,0
21,-6.258667,-1.169373,0
21,-6.530029,-2.34259,0
21,-4.656006,-4.618347,0
21,-5.272339,-3.995422,0
21,-5.830505,-3.110168,0
21,-5.069946,-3.098755,0
20,-5.866028,-0.6421509,0
20,-5.916077,-1.032104,0
20,-6.159973,-2.289978,0
20,-4.904236,-3.936951,0
20,-4.58844,-4.250549,0
20,-1.659973,-5.059998,0
20,-5.257874,-2.781311,0
20,-5.640015,-2.799988,0
19,-5.58136,-0.8805542,0
19,-5.798889,-2.232544,0
19,-5.452332,-2.480957,0
19,-4.53064,-3.88269,0
19,-2.004456,-4.923645,0
19,-2.432861,-5.134033,0
19,-3.491211,-4.398743,0
18,-5.359985,-1.169983,0
18,-5.450806,-2.11377,0
18,-4.20752,-3.690002,0
18,-2.345154,-4.773926,0
18,-3.52002,-4.030029,0
17,-5.139648,-1.907166,0
17,-5.112793,-1.444946,0
17,-2.48999,-4.429993,0
17,-3.555054,-3.672852,0
17,-3.885315,-3.510803,0
17,-4.015564,-2.638,0
16,-4.84021,-1.692017,0
16,-3.593933,-3.302734,0
16,-3.702576,-2.84314,0
16,-2.643982,-4.100708,0
16,-1.189941,-3.91687,0
16,-1.483154,-4.223694,0
15,-4.411438,-0.3425903,0
15,-4.049866,0.04754639,0
15,-4.489685,-1.583557,0
15,-3.730713,-2.030701,0
15,-3.368896,-3.005554,0
15,-1.551514,-3.858887,0
15,-2.421997,-3.801392,0
14,-4.044739,-0.3204956,0
14,-4.140015,-1.460022,0
14,-3.779968,-1.664368,0
14,-3.025208,-2.864746,0
14,-1.773376,-3.559998,0
14,-2.200012,-3.530029,0
13,-1.978149,-3.258606,0
13,-2.676453,-2.753052,0
13,-3.81366,-1.293945,0
13,-3.84375,-0.6272583,0
12,-3.667664,-0.9481812,0
12,-1.990295,-2.885193,0
12,-2.330017,-2.629639,0
11,-1.990601,-2.5,0
10,-1.814453,-2.178894,0
11,-3.301758,-0.9959717,0
11,-2.76001,-1.799988,0
10,-2.929993,-1.049988,0
10,-2.658813,-1.452271,0
10,-2.949646,-0.1451416,0
10,-1.940002,-1.599976,0
9,-0.7974243,-2.495789,0
9,-1.663757,-1.855408,0
9,-2.575623,-1.116699,0
9,-2.640015,-0.3400269,0
8,-0.866394,-2.133301,0
8,-1.299988,-1.809998,0
8,-2.306885,-0.8632202,0
8,-2.313782,-0.5090332,0
7,-0.9331665,-1.77002,0
7,-1.983765,-0.6790161,0
5,-0.890686,-1.035278,0
6,-1.618774,-0.6790161,0
3,-0.5894165,-0.4425049,0
4,-0.8844604,-0.664978,0
6,-0.9122314,-1.404358,0
1,0,0,0
5,-1.251099,-0.6665039,0
2,-0.2919312,-0.2199707,0
